crop,disease,severity,treatment_cost_usd,temperature,humidity,rainfall_last_week_mm,leaf_color_r,leaf_color_g,leaf_color_b,leaf_texture_variance,spot_density,affected_area_pct,detection_confidence,image_id,detected_date
Apple,Bacterial_Spot,3,180,24.12,85.75,17.12,94,135,31,0.13,0.116,20.34,0.873,img_02568.jpg,2025-11-06
Wheat,Mosaic_Virus,5,250,7.8,62.85,25.15,191,102,29,0.655,0.15,68.25,0.825,img_02569.jpg,2025-06-07
Potato,Leaf_Blight,3,150,31.28,90.26,12.78,143,78,42,0.28,0.737,60.79,0.797,img_02570.jpg,2025-03-03
Pepper,Mosaic_Virus,5,250,30.78,72.58,65.28,134,110,89,0.179,0.398,62.25,0.929,img_02571.jpg,2025-08-23
Corn,Healthy,0,0,37.57,46.64,17.46,109,201,89,0.119,0.0,0.0,0.894,img_02572.jpg,2025-06-29
Tomato,Powdery_Mildew,2,100,36.75,83.05,2.45,79,63,99,0.735,0.564,46.15,0.933,img_02573.jpg,2025-04-09
Tomato,Bacterial_Spot,3,180,22.21,65.39,21.06,158,147,60,0.643,0.208,54.55,0.823,img_02574.jpg,2025-11-15
Apple,Root_Rot,4,220,41.06,77.3,12.99,164,98,95,0.339,0.643,64.5,0.858,img_02575.jpg,2025-07-04
Grape,Mosaic_Virus,5,250,29.02,74.5,3.24,189,96,99,0.795,0.56,31.26,0.883,img_02576.jpg,2025-11-16
Rice,Fusarium_Wilt,5,280,20.93,89.75,34.72,78,82,36,0.163,0.559,13.27,0.956,img_02577.jpg,2025-11-11
Potato,Rust,4,200,29.49,92.3,65.46,192,54,29,0.723,0.37,25.64,0.834,img_02578.jpg,2025-07-26
Grape,Downy_Mildew,2,120,31.77,89.38,9.88,179,113,36,0.172,0.394,22.97,0.848,img_02579.jpg,2025-06-29
Apple,Healthy,0,0,14.48,84.71,60.58,109,126,76,0.237,0.0,0.0,0.832,img_02580.jpg,2025-09-06
Grape,Healthy,0,0,33.9,76.99,27.24,61,108,22,0.228,0.0,0.0,0.71,img_02581.jpg,2025-05-02
Wheat,Bacterial_Spot,3,180,10.94,70.08,27.66,190,79,70,0.209,0.525,19.93,0.749,img_02582.jpg,2025-04-29
Rice,Bacterial_Spot,3,180,20.11,86.59,37.13,87,72,94,0.626,0.285,13.34,0.793,img_02583.jpg,2025-12-27
Potato,Healthy,0,0,39.13,66.8,1.06,51,155,39,0.164,0.0,0.0,0.873,img_02584.jpg,2026-02-11
Corn,Bacterial_Spot,3,180,24.2,60.5,14.62,94,86,70,0.71,0.405,50.66,0.712,img_02585.jpg,2025-06-15
Pepper,Fusarium_Wilt,5,280,42.54,78.7,15.17,84,57,63,0.872,0.168,73.3,0.81,img_02586.jpg,2025-10-09
Wheat,Fusarium_Wilt,5,280,16.84,86.16,4.86,139,40,20,0.158,0.448,53.4,0.958,img_02587.jpg,2025-08-25
Corn,Bacterial_Spot,3,180,17.6,67.2,15.88,133,41,56,0.106,0.485,36.57,0.894,img_02588.jpg,2025-12-23
Potato,Healthy,0,0,17.67,89.38,9.14,172,190,53,0.103,0.0,0.0,0.714,img_02589.jpg,2025-05-27
Grape,Leaf_Blight,3,150,11.82,68.09,10.16,178,112,41,0.173,0.258,37.04,0.765,img_02590.jpg,2025-04-13
Potato,Fusarium_Wilt,5,280,24.3,91.73,9.39,86,77,87,0.678,0.628,50.02,0.903,img_02591.jpg,2025-11-02
Wheat,Powdery_Mildew,2,100,26.7,87.27,29.72,65,68,93,0.54,0.303,54.39,0.984,img_02592.jpg,2025-08-14
Apple,Anthracnose,3,160,14.61,60.78,104.23,87,59,84,0.284,0.47,31.44,0.962,img_02593.jpg,2025-11-04
Rice,Downy_Mildew,2,120,2.94,72.5,31.0,184,62,85,0.127,0.185,16.6,0.913,img_02594.jpg,2025-06-07
Potato,Leaf_Blight,3,150,34.2,79.56,12.43,176,56,85,0.532,0.263,72.46,0.742,img_02595.jpg,2026-01-05
Pepper,Mosaic_Virus,5,250,16.87,79.39,19.9,68,87,26,0.512,0.795,14.26,0.753,img_02596.jpg,2026-01-31
Rice,Rust,4,200,23.4,72.6,24.24,92,144,80,0.165,0.465,13.02,0.855,img_02597.jpg,2025-06-30
Grape,Mosaic_Virus,5,250,28.07,63.3,0.3,140,59,36,0.11,0.594,11.12,0.813,img_02598.jpg,2026-01-23
Grape,Leaf_Blight,3,150,33.36,67.81,192.85,61,81,79,0.189,0.372,25.19,0.807,img_02599.jpg,2025-09-26
Grape,Powdery_Mildew,2,100,26.81,67.99,21.04,102,126,52,0.568,0.408,9.33,0.825,img_02600.jpg,2025-11-16
Apple,Bacterial_Spot,3,180,35.02,70.44,2.49,77,116,58,0.165,0.232,49.99,0.974,img_02601.jpg,2025-09-07
Grape,Bacterial_Spot,3,180,25.18,78.74,73.28,91,78,38,0.725,0.561,25.18,0.954,img_02602.jpg,2025-11-28
Corn,Healthy,0,0,29.1,44.4,75.28,99,171,20,0.603,0.0,0.0,0.98,img_02603.jpg,2025-12-18
Apple,Rust,4,200,23.49,77.36,76.8,147,129,46,0.569,0.636,14.03,0.721,img_02604.jpg,2025-02-21
Grape,Bacterial_Spot,3,180,35.13,82.57,110.74,126,93,44,0.272,0.612,54.58,0.8,img_02605.jpg,2025-04-07
Corn,Powdery_Mildew,2,100,18.89,70.07,2.91,167,77,41,0.449,0.366,31.31,0.715,img_02606.jpg,2025-03-17
Rice,Rust,4,200,15.27,79.67,1.36,87,149,67,0.146,0.202,47.37,0.903,img_02607.jpg,2026-02-17
Potato,Anthracnose,3,160,25.9,91.59,29.01,110,49,55,0.692,0.553,25.23,0.757,img_02608.jpg,2025-07-07
Rice,Rust,4,200,29.24,62.75,6.75,76,148,33,0.569,0.603,21.41,0.843,img_02609.jpg,2025-10-25
Grape,Bacterial_Spot,3,180,20.62,71.74,26.26,120,68,24,0.747,0.265,61.18,0.954,img_02610.jpg,2025-08-07
Apple,Healthy,0,0,34.8,84.91,40.23,172,102,24,0.383,0.0,0.0,0.879,img_02611.jpg,2025-10-10
Tomato,Anthracnose,3,160,10.08,90.3,0.45,191,98,54,0.42,0.233,69.46,0.726,img_02612.jpg,2025-03-18
Grape,Healthy,0,0,39.19,49.36,14.41,144,103,92,0.219,0.0,0.0,0.857,img_02613.jpg,2026-01-25
Potato,Rust,4,200,24.22,84.81,100.55,86,135,34,0.31,0.453,60.23,0.801,img_02614.jpg,2026-01-24
Apple,Anthracnose,3,160,28.83,74.85,17.24,147,148,31,0.235,0.296,63.95,0.771,img_02615.jpg,2025-12-26
Wheat,Root_Rot,4,220,31.99,62.54,36.48,54,54,52,0.48,0.189,15.04,0.871,img_02616.jpg,2025-08-31
Potato,Powdery_Mildew,2,100,15.68,75.44,10.86,64,137,22,0.772,0.64,28.75,0.708,img_02617.jpg,2025-10-10
Corn,Leaf_Blight,3,150,22.88,68.17,7.08,79,76,63,0.153,0.762,75.48,0.818,img_02618.jpg,2026-02-19
Corn,Powdery_Mildew,2,100,24.6,79.58,12.02,193,127,23,0.529,0.62,16.92,0.767,img_02619.jpg,2025-09-23
Pepper,Leaf_Blight,3,150,25.97,67.72,23.52,198,117,46,0.562,0.36,67.23,0.843,img_02620.jpg,2025-08-30
Potato,Root_Rot,4,220,19.95,67.81,8.37,53,116,64,0.299,0.683,44.0,0.717,img_02621.jpg,2025-08-07
Tomato,Downy_Mildew,2,120,36.01,65.43,13.01,60,80,84,0.398,0.158,39.54,0.854,img_02622.jpg,2025-04-15
Grape,Mosaic_Virus,5,250,16.97,70.36,15.64,68,146,22,0.417,0.305,58.83,0.954,img_02623.jpg,2025-10-13
Apple,Leaf_Blight,3,150,29.61,82.38,12.72,144,147,35,0.551,0.159,48.52,0.955,img_02624.jpg,2025-10-04
Wheat,Leaf_Blight,3,150,22.76,67.63,11.65,75,74,72,0.617,0.34,44.0,0.94,img_02625.jpg,2025-10-31
Grape,Rust,4,200,28.56,88.25,19.92,53,113,92,0.383,0.117,21.06,0.748,img_02626.jpg,2025-08-03
Tomato,Mosaic_Virus,5,250,26.05,81.51,38.92,139,68,65,0.231,0.736,53.52,0.862,img_02627.jpg,2025-12-10
Apple,Downy_Mildew,2,120,17.92,70.74,16.7,97,92,82,0.412,0.135,10.74,0.821,img_02628.jpg,2025-04-20
Apple,Leaf_Blight,3,150,32.78,76.82,5.1,102,73,93,0.812,0.289,70.36,0.823,img_02629.jpg,2025-07-14
Potato,Mosaic_Virus,5,250,24.37,84.21,11.55,135,121,73,0.432,0.36,29.88,0.966,img_02630.jpg,2025-07-10
Potato,Fusarium_Wilt,5,280,37.06,83.29,31.94,175,109,77,0.708,0.599,47.82,0.836,img_02631.jpg,2025-03-15
Pepper,Mosaic_Virus,5,250,23.06,81.23,62.02,189,145,20,0.404,0.713,60.07,0.736,img_02632.jpg,2025-05-15
Tomato,Powdery_Mildew,2,100,23.53,68.61,32.15,147,146,23,0.357,0.246,21.08,0.953,img_02633.jpg,2025-02-24
Corn,Mosaic_Virus,5,250,20.93,79.02,70.64,189,88,98,0.869,0.394,46.94,0.835,img_02634.jpg,2025-09-17
Corn,Fusarium_Wilt,5,280,34.52,77.13,85.99,62,115,20,0.622,0.63,29.73,0.968,img_02635.jpg,2025-11-24
Potato,Leaf_Blight,3,150,20.35,81.48,24.65,115,43,55,0.222,0.465,36.65,0.886,img_02636.jpg,2025-03-27
Rice,Leaf_Blight,3,150,36.9,76.68,0.63,122,145,49,0.405,0.124,39.46,0.887,img_02637.jpg,2025-11-30
Rice,Fusarium_Wilt,5,280,23.26,91.8,39.46,184,119,47,0.233,0.479,58.65,0.966,img_02638.jpg,2025-06-07
Rice,Leaf_Blight,3,150,22.96,92.72,11.81,98,85,89,0.459,0.638,10.34,0.943,img_02639.jpg,2025-12-25
Tomato,Bacterial_Spot,3,180,28.28,74.78,19.06,111,63,71,0.241,0.67,7.29,0.893,img_02640.jpg,2026-01-07
Apple,Rust,4,200,24.24,93.68,21.18,196,61,99,0.651,0.104,76.29,0.8,img_02641.jpg,2025-03-01
Wheat,Root_Rot,4,220,31.5,87.67,30.88,166,127,66,0.144,0.62,44.96,0.827,img_02642.jpg,2025-04-28
Rice,Leaf_Blight,3,150,13.01,80.46,28.99,80,141,48,0.38,0.469,5.26,0.934,img_02643.jpg,2025-11-25
Apple,Root_Rot,4,220,28.18,86.31,47.24,180,60,88,0.288,0.525,15.45,0.7,img_02644.jpg,2025-12-03
Potato,Healthy,0,0,38.26,80.78,62.44,97,216,53,0.222,0.0,0.0,0.982,img_02645.jpg,2025-11-28
Potato,Healthy,0,0,11.17,75.55,3.53,159,86,97,0.257,0.0,0.0,0.978,img_02646.jpg,2025-07-04
Tomato,Bacterial_Spot,3,180,21.7,89.17,7.55,125,52,78,0.701,0.318,29.83,0.766,img_02647.jpg,2025-12-04
Rice,Healthy,0,0,37.02,67.7,55.78,149,207,83,0.776,0.0,0.0,0.866,img_02648.jpg,2025-02-25
Grape,Bacterial_Spot,3,180,28.2,69.06,14.55,189,75,21,0.435,0.192,23.93,0.903,img_02649.jpg,2025-04-09
Grape,Downy_Mildew,2,120,19.57,65.7,60.27,100,92,20,0.48,0.501,39.83,0.801,img_02650.jpg,2025-07-28
Rice,Mosaic_Virus,5,250,16.75,82.61,79.93,70,134,98,0.238,0.184,29.72,0.758,img_02651.jpg,2025-05-17
Corn,Leaf_Blight,3,150,21.7,68.77,8.48,168,92,95,0.355,0.327,79.96,0.814,img_02652.jpg,2025-06-27
Potato,Powdery_Mildew,2,100,23.07,87.43,36.57,89,113,72,0.407,0.787,48.8,0.778,img_02653.jpg,2025-10-16
Pepper,Root_Rot,4,220,30.84,70.07,2.62,191,64,55,0.431,0.704,57.9,0.862,img_02654.jpg,2025-03-14
Potato,Mosaic_Virus,5,250,29.46,89.99,1.43,168,80,91,0.812,0.395,22.97,0.713,img_02655.jpg,2025-07-21
Rice,Bacterial_Spot,3,180,22.32,90.5,25.49,193,128,27,0.232,0.26,14.74,0.884,img_02656.jpg,2025-03-01
Potato,Fusarium_Wilt,5,280,14.86,64.97,39.17,165,131,24,0.344,0.219,56.44,0.708,img_02657.jpg,2025-09-12
Corn,Rust,4,200,23.76,65.14,100.21,70,138,27,0.572,0.101,50.44,0.867,img_02658.jpg,2025-12-23
Tomato,Downy_Mildew,2,120,27.38,89.2,22.21,194,78,39,0.774,0.43,72.56,0.965,img_02659.jpg,2026-01-02
Wheat,Leaf_Blight,3,150,23.74,80.48,78.67,93,89,55,0.358,0.557,17.7,0.875,img_02660.jpg,2026-01-19
Apple,Downy_Mildew,2,120,17.72,94.2,37.61,77,46,53,0.689,0.319,35.52,0.929,img_02661.jpg,2025-12-11
Potato,Rust,4,200,31.86,67.39,11.24,146,140,71,0.392,0.192,70.66,0.756,img_02662.jpg,2025-08-20
Corn,Root_Rot,4,220,37.45,61.49,36.7,177,141,36,0.754,0.537,9.75,0.83,img_02663.jpg,2025-10-22
Corn,Bacterial_Spot,3,180,17.99,81.7,55.02,125,110,85,0.146,0.281,38.22,0.907,img_02664.jpg,2025-05-17
Tomato,Bacterial_Spot,3,180,20.76,71.73,21.25,113,65,59,0.758,0.579,26.07,0.813,img_02665.jpg,2025-12-17
Rice,Powdery_Mildew,2,100,9.6,89.77,7.1,199,61,57,0.41,0.606,67.22,0.909,img_02666.jpg,2025-08-01
Grape,Powdery_Mildew,2,100,29.14,78.96,6.71,74,84,83,0.52,0.515,9.76,0.895,img_02667.jpg,2025-06-20
Wheat,Leaf_Blight,3,150,29.45,81.21,80.94,89,44,55,0.672,0.311,55.15,0.906,img_02668.jpg,2025-12-01
Corn,Healthy,0,0,34.26,89.77,18.47,121,200,88,0.24,0.0,0.0,0.773,img_02669.jpg,2025-09-12
Rice,Rust,4,200,26.53,71.54,11.23,177,63,88,0.742,0.704,5.52,0.906,img_02670.jpg,2025-11-30
Grape,Rust,4,200,29.7,79.5,12.62,114,95,48,0.268,0.762,63.92,0.74,img_02671.jpg,2025-07-09
Pepper,Healthy,0,0,15.39,48.75,31.05,197,123,60,0.39,0.0,0.0,0.842,img_02672.jpg,2025-06-22
Tomato,Root_Rot,4,220,18.66,91.81,38.23,71,88,59,0.426,0.428,51.55,0.717,img_02673.jpg,2025-09-13
Wheat,Powdery_Mildew,2,100,28.62,94.69,23.57,175,74,47,0.427,0.766,53.97,0.826,img_02674.jpg,2025-03-23
Pepper,Fusarium_Wilt,5,280,40.46,63.39,4.76,73,54,91,0.198,0.584,74.24,0.751,img_02675.jpg,2025-03-29
Grape,Root_Rot,4,220,20.99,68.38,2.79,100,43,37,0.847,0.355,19.71,0.75,img_02676.jpg,2025-06-24
Tomato,Bacterial_Spot,3,180,31.72,94.29,38.03,62,66,76,0.303,0.396,10.23,0.834,img_02677.jpg,2025-05-19
Pepper,Anthracnose,3,160,33.31,68.26,15.72,166,55,66,0.544,0.358,60.59,0.805,img_02678.jpg,2025-12-13
Tomato,Leaf_Blight,3,150,23.94,80.67,6.34,150,110,51,0.515,0.537,11.24,0.844,img_02679.jpg,2025-07-05
Corn,Mosaic_Virus,5,250,28.81,69.01,16.27,128,115,84,0.374,0.147,17.39,0.853,img_02680.jpg,2025-09-23
Tomato,Healthy,0,0,27.97,57.35,51.4,185,107,91,0.717,0.0,0.0,0.821,img_02681.jpg,2025-10-19
Tomato,Rust,4,200,17.57,77.7,3.59,79,50,28,0.429,0.488,9.34,0.963,img_02682.jpg,2025-08-14
Tomato,Leaf_Blight,3,150,33.57,70.72,28.66,175,94,29,0.362,0.338,35.39,0.793,img_02683.jpg,2025-03-04
Pepper,Fusarium_Wilt,5,280,29.51,89.18,50.9,186,147,93,0.786,0.43,36.93,0.961,img_02684.jpg,2025-12-07
Pepper,Bacterial_Spot,3,180,37.39,82.88,0.58,190,96,45,0.86,0.538,12.58,0.969,img_02685.jpg,2025-12-11
Rice,Mosaic_Virus,5,250,15.2,75.28,103.08,185,49,90,0.728,0.504,39.82,0.8,img_02686.jpg,2025-11-18
Apple,Root_Rot,4,220,25.47,77.05,9.28,153,68,39,0.458,0.264,23.84,0.938,img_02687.jpg,2025-09-24
Grape,Leaf_Blight,3,150,29.83,91.34,1.68,62,132,62,0.3,0.521,79.36,0.915,img_02688.jpg,2025-03-15
Wheat,Downy_Mildew,2,120,27.14,60.76,43.83,158,71,85,0.63,0.116,15.33,0.953,img_02689.jpg,2025-04-22
Pepper,Powdery_Mildew,2,100,22.93,88.95,60.7,178,68,70,0.811,0.507,78.28,0.782,img_02690.jpg,2025-07-12
Apple,Rust,4,200,22.4,72.36,121.05,87,123,74,0.631,0.426,29.33,0.701,img_02691.jpg,2025-02-26
Wheat,Powdery_Mildew,2,100,20.8,62.51,39.8,158,108,89,0.318,0.72,75.62,0.833,img_02692.jpg,2025-05-11
Corn,Leaf_Blight,3,150,30.99,62.55,5.06,198,95,76,0.36,0.436,57.04,0.785,img_02693.jpg,2025-06-03
Wheat,Fusarium_Wilt,5,280,16.46,78.95,19.65,138,148,27,0.248,0.21,65.06,0.735,img_02694.jpg,2025-08-08
Corn,Rust,4,200,37.64,89.86,9.81,140,56,94,0.785,0.366,42.35,0.932,img_02695.jpg,2025-06-29
Grape,Downy_Mildew,2,120,19.64,72.72,32.75,163,41,46,0.638,0.65,72.85,0.832,img_02696.jpg,2025-05-31
Pepper,Healthy,0,0,35.25,70.82,10.23,143,186,46,0.776,0.0,0.0,0.857,img_02697.jpg,2026-01-30
Corn,Bacterial_Spot,3,180,32.77,87.68,27.06,66,71,73,0.127,0.759,56.91,0.721,img_02698.jpg,2025-03-23
Apple,Rust,4,200,22.36,63.83,10.86,173,130,87,0.335,0.28,65.86,0.742,img_02699.jpg,2025-07-01
Potato,Rust,4,200,24.38,63.22,43.15,68,60,58,0.237,0.691,49.65,0.856,img_02700.jpg,2025-05-29
Apple,Fusarium_Wilt,5,280,27.99,87.34,20.83,144,125,76,0.131,0.515,22.32,0.913,img_02701.jpg,2025-04-29
Potato,Rust,4,200,15.91,86.37,3.76,128,108,60,0.718,0.773,69.28,0.82,img_02702.jpg,2026-01-09
Corn,Root_Rot,4,220,16.76,69.06,0.24,172,58,62,0.477,0.182,43.97,0.854,img_02703.jpg,2025-03-11
Wheat,Leaf_Blight,3,150,28.54,94.67,30.57,51,57,98,0.597,0.491,12.13,0.884,img_02704.jpg,2025-09-09
Rice,Rust,4,200,43.03,70.53,12.92,137,134,29,0.183,0.649,51.63,0.952,img_02705.jpg,2025-02-22
Tomato,Anthracnose,3,160,29.82,66.69,56.26,153,121,85,0.334,0.256,27.22,0.84,img_02706.jpg,2025-08-26
Pepper,Healthy,0,0,10.3,87.1,31.05,151,178,67,0.592,0.0,0.0,0.765,img_02707.jpg,2025-03-21
Pepper,Healthy,0,0,31.62,60.44,100.59,58,201,68,0.271,0.0,0.0,0.886,img_02708.jpg,2025-06-19
Tomato,Mosaic_Virus,5,250,17.37,65.15,36.78,130,59,58,0.702,0.216,27.36,0.722,img_02709.jpg,2025-05-10
Rice,Downy_Mildew,2,120,24.16,93.82,1.0,173,54,80,0.608,0.534,27.73,0.957,img_02710.jpg,2025-05-06
Grape,Bacterial_Spot,3,180,18.8,61.38,90.79,137,120,49,0.674,0.549,44.54,0.709,img_02711.jpg,2025-11-10
Pepper,Mosaic_Virus,5,250,25.36,83.17,6.41,133,141,48,0.275,0.52,76.89,0.796,img_02712.jpg,2025-08-10
Grape,Downy_Mildew,2,120,36.09,85.09,17.05,119,137,20,0.531,0.387,5.3,0.703,img_02713.jpg,2025-02-24
Corn,Root_Rot,4,220,27.01,64.14,19.48,164,145,45,0.347,0.564,43.34,0.817,img_02714.jpg,2026-01-14
Tomato,Rust,4,200,12.75,62.42,92.16,168,71,32,0.265,0.785,65.75,0.802,img_02715.jpg,2025-09-06
Apple,Fusarium_Wilt,5,280,11.99,61.18,1.88,115,110,21,0.709,0.167,43.6,0.968,img_02716.jpg,2026-01-13
Rice,Fusarium_Wilt,5,280,18.83,64.68,22.94,180,73,38,0.344,0.598,16.02,0.902,img_02717.jpg,2025-05-13
Apple,Bacterial_Spot,3,180,27.22,89.05,69.68,106,91,23,0.786,0.224,34.2,0.785,img_02718.jpg,2025-09-30
Corn,Powdery_Mildew,2,100,19.97,78.41,69.41,184,104,71,0.265,0.386,58.38,0.904,img_02719.jpg,2025-08-14
Apple,Fusarium_Wilt,5,280,29.68,88.37,25.22,50,135,65,0.611,0.367,53.58,0.969,img_02720.jpg,2025-08-31
Wheat,Leaf_Blight,3,150,25.77,91.82,9.91,142,99,81,0.204,0.162,64.58,0.884,img_02721.jpg,2025-11-15
Apple,Healthy,0,0,30.36,57.02,10.03,68,168,69,0.75,0.0,0.0,0.834,img_02722.jpg,2025-04-12
Apple,Leaf_Blight,3,150,16.11,80.27,7.07,136,133,31,0.61,0.357,16.02,0.987,img_02723.jpg,2025-09-22
Grape,Leaf_Blight,3,150,28.69,81.34,61.15,69,60,31,0.65,0.308,53.61,0.78,img_02724.jpg,2025-11-05
Potato,Mosaic_Virus,5,250,34.17,70.76,3.32,63,44,55,0.356,0.171,67.58,0.985,img_02725.jpg,2025-02-24
Tomato,Leaf_Blight,3,150,23.86,83.37,5.39,100,96,62,0.347,0.189,59.27,0.941,img_02726.jpg,2025-04-20
Pepper,Root_Rot,4,220,10.42,93.61,27.8,127,123,46,0.139,0.485,51.45,0.728,img_02727.jpg,2025-09-14
Potato,Mosaic_Virus,5,250,29.99,69.49,34.62,175,79,86,0.844,0.133,72.67,0.758,img_02728.jpg,2025-03-12
Grape,Rust,4,200,26.07,76.69,12.04,52,44,81,0.127,0.114,29.13,0.848,img_02729.jpg,2025-10-25
Apple,Root_Rot,4,220,23.61,77.07,17.15,77,101,34,0.784,0.296,5.6,0.754,img_02730.jpg,2025-04-16
Apple,Healthy,0,0,26.63,63.39,1.89,112,205,36,0.207,0.0,0.0,0.949,img_02731.jpg,2026-02-04
Potato,Bacterial_Spot,3,180,29.68,71.45,31.23,174,85,95,0.76,0.715,32.43,0.903,img_02732.jpg,2025-06-13
Pepper,Rust,4,200,28.52,91.74,65.87,127,121,47,0.643,0.55,39.96,0.724,img_02733.jpg,2025-12-09
Wheat,Powdery_Mildew,2,100,8.54,78.46,20.88,127,52,80,0.508,0.778,71.46,0.801,img_02734.jpg,2025-10-09
Grape,Powdery_Mildew,2,100,18.56,60.92,3.27,198,141,43,0.277,0.156,68.41,0.986,img_02735.jpg,2025-02-25
Pepper,Anthracnose,3,160,20.87,83.09,49.65,73,145,39,0.504,0.759,61.52,0.702,img_02736.jpg,2026-01-30
Corn,Rust,4,200,30.53,64.84,23.57,150,78,31,0.448,0.542,54.39,0.902,img_02737.jpg,2025-11-01
Potato,Downy_Mildew,2,120,30.13,72.77,2.27,141,104,22,0.88,0.679,41.47,0.905,img_02738.jpg,2025-12-10
Potato,Downy_Mildew,2,120,29.03,91.0,27.1,135,140,30,0.639,0.405,8.08,0.884,img_02739.jpg,2025-07-09
Wheat,Leaf_Blight,3,150,15.36,81.97,6.57,174,144,34,0.352,0.256,58.05,0.762,img_02740.jpg,2025-08-23
Pepper,Bacterial_Spot,3,180,15.53,88.82,11.46,100,77,91,0.418,0.214,57.38,0.962,img_02741.jpg,2025-03-07
Corn,Mosaic_Virus,5,250,21.09,77.47,14.47,194,50,66,0.867,0.154,65.26,0.832,img_02742.jpg,2025-12-20
Corn,Leaf_Blight,3,150,24.16,76.08,104.58,91,102,45,0.781,0.394,40.48,0.898,img_02743.jpg,2025-07-09
Grape,Mosaic_Virus,5,250,18.17,66.95,31.49,86,142,36,0.298,0.199,19.72,0.843,img_02744.jpg,2025-10-17
Wheat,Anthracnose,3,160,23.99,78.24,33.57,121,109,79,0.347,0.273,56.79,0.828,img_02745.jpg,2026-01-14
Rice,Leaf_Blight,3,150,30.12,76.38,126.57,60,94,32,0.858,0.222,74.4,0.976,img_02746.jpg,2025-04-15
Wheat,Rust,4,200,19.32,79.54,2.74,193,116,94,0.461,0.502,7.65,0.877,img_02747.jpg,2025-12-28
Grape,Healthy,0,0,28.16,46.87,12.28,71,134,42,0.226,0.0,0.0,0.82,img_02748.jpg,2025-11-29
Tomato,Rust,4,200,8.14,80.98,2.54,136,73,31,0.242,0.344,28.24,0.91,img_02749.jpg,2025-07-13
Rice,Mosaic_Virus,5,250,30.14,85.4,20.39,168,130,38,0.847,0.539,70.62,0.973,img_02750.jpg,2025-03-12
Tomato,Healthy,0,0,5.97,81.17,19.73,184,192,40,0.328,0.0,0.0,0.77,img_02751.jpg,2025-10-22
Potato,Downy_Mildew,2,120,26.86,70.16,74.82,148,141,99,0.72,0.188,29.02,0.875,img_02752.jpg,2025-06-04
Wheat,Healthy,0,0,16.49,50.78,30.37,94,200,89,0.546,0.0,0.0,0.721,img_02753.jpg,2025-02-24
Rice,Root_Rot,4,220,22.7,80.03,25.91,56,121,62,0.234,0.8,45.84,0.872,img_02754.jpg,2025-05-15
Potato,Mosaic_Virus,5,250,29.43,83.24,27.94,125,108,72,0.172,0.517,60.95,0.883,img_02755.jpg,2025-03-10
Tomato,Healthy,0,0,36.95,62.99,14.58,81,217,20,0.824,0.0,0.0,0.784,img_02756.jpg,2025-12-15
Corn,Leaf_Blight,3,150,34.74,86.85,31.15,176,80,58,0.789,0.402,18.52,0.776,img_02757.jpg,2025-09-17
Rice,Leaf_Blight,3,150,41.08,60.65,55.09,180,83,97,0.222,0.791,18.69,0.875,img_02758.jpg,2026-02-07
Potato,Downy_Mildew,2,120,19.14,94.88,2.03,106,88,57,0.219,0.66,61.21,0.725,img_02759.jpg,2025-07-05
Corn,Healthy,0,0,6.6,65.44,18.56,54,198,71,0.213,0.0,0.0,0.717,img_02760.jpg,2025-05-30
Grape,Bacterial_Spot,3,180,18.52,66.74,49.99,95,109,86,0.516,0.359,29.68,0.949,img_02761.jpg,2026-01-18
Pepper,Root_Rot,4,220,46.91,83.91,9.4,139,48,31,0.186,0.162,7.22,0.872,img_02762.jpg,2025-05-23
Wheat,Anthracnose,3,160,7.04,76.13,71.8,63,46,21,0.258,0.465,38.82,0.764,img_02763.jpg,2025-11-17
Rice,Leaf_Blight,3,150,30.8,70.14,128.12,169,107,45,0.221,0.233,32.65,0.852,img_02764.jpg,2025-05-05
Pepper,Fusarium_Wilt,5,280,16.51,62.55,20.17,69,80,80,0.801,0.178,59.16,0.938,img_02765.jpg,2026-02-14
Corn,Rust,4,200,26.73,61.01,48.77,136,81,46,0.811,0.425,36.18,0.76,img_02766.jpg,2026-02-09
Wheat,Bacterial_Spot,3,180,17.94,62.37,142.15,93,103,89,0.165,0.572,8.44,0.866,img_02767.jpg,2025-03-27
Pepper,Bacterial_Spot,3,180,26.53,63.83,10.63,184,40,62,0.659,0.42,21.68,0.776,img_02768.jpg,2025-10-12
Wheat,Rust,4,200,21.96,73.95,8.02,160,143,64,0.593,0.202,14.76,0.84,img_02769.jpg,2025-09-15
Corn,Bacterial_Spot,3,180,24.46,92.55,52.01,65,124,41,0.544,0.604,34.43,0.792,img_02770.jpg,2025-12-28
Grape,Healthy,0,0,22.1,56.78,46.74,111,124,76,0.812,0.0,0.0,0.862,img_02771.jpg,2025-08-19
Tomato,Leaf_Blight,3,150,26.29,68.95,25.82,121,89,43,0.148,0.439,14.32,0.932,img_02772.jpg,2026-02-09
Grape,Bacterial_Spot,3,180,38.73,91.09,69.99,111,59,38,0.662,0.451,41.79,0.858,img_02773.jpg,2026-02-19
Tomato,Leaf_Blight,3,150,16.0,72.58,11.82,133,137,63,0.367,0.491,51.34,0.776,img_02774.jpg,2025-04-03
Potato,Bacterial_Spot,3,180,15.51,82.66,66.34,68,146,49,0.666,0.116,73.99,0.908,img_02775.jpg,2025-11-09
Wheat,Leaf_Blight,3,150,30.27,78.42,42.09,121,105,68,0.309,0.424,73.91,0.72,img_02776.jpg,2025-08-31
